Provider Id,Provider Name,Provider Street Address,Provider State,Provider Zip Code,"latitude,longitude",County,
50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,CA,92501,"33.976781,-117.3816",riverside,
50024,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,CA,91950,"32.685113,-117.082885",san diego,
50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,CA,92103,"32.754822,-117.165832",san diego,
50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,CA,91942,"32.781386,-117.006672",san diego,
50028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,CA,95521,"40.896336,-124.091671",humboldt,
50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,CA,95966,"39.50626,-121.541093",butte,
50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,CA,93301,"35.391839,-119.006857",kern,
50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,CA,95128,"37.313207,-121.933458",santa clara,
50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CA,95926,"39.74214,-121.850189",butte,
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,CA,91342,"34.32591,-118.445957",los angeles,
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,CA,96080,"40.148552,-122.21902",tehama,
50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,CA,94609,"37.821545,-122.263066",alameda,
50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,CA,92243,"32.780396,-115.568391",imperial,
50046,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,CA,93023,"34.442773,-119.264394",ventura,
50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,CA,94115,"37.790781,-122.431151",san francisco,
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,CA,92220,"33.931749,-116.945903",riverside,
50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,CA,94110,"37.747704,-122.420695",san francisco,
50056,ANTELOPE VALLEY HOSPITAL MED CENTER,1600 W AVE J,CA,93534,"34.696291,-118.158746",los angeles,
50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,CA,93291,"36.328296,-119.294963",tulare,
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,CA,91204,"34.128118,-118.256912",los angeles,
50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,CA,93715,"36.742815,-119.784009",fresno,
50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,CA,90028,"34.096221,-118.290578",los angeles,
50067,OAK VALLEY DISTRICT HOSPITAL,350 S OAK AVE,CA,95361,"37.757544,-120.860998",stanislaus,
50069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,CA,92868,"33.781999,-117.8652",orange,
50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,CA,94080,"37.675087,-122.458826",san mateo,
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,CA,95051,"37.335895,-121.99833",santa clara,
50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN ST,CA,94596,"37.891579,-122.058886",contra costa,
50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,CA,94589,"38.12767,-122.248443",solano,
50075,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,CA,94611,"37.824733,-122.257334",alameda,
50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,CA,94115,"37.782328,-122.44329",san francisco,
50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,CA,92103,"32.751452,-117.160053",san diego,
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,CA,90732,"33.738362,-118.305043",Los Angeles,
50079,DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,CA,94806,"37.953237,-122.336325",contra costa,
50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,CA,93030,"34.216642,-119.155648",ventura,
50084,ST JOSEPHS MED CENTER OF STOCKTON,1800 N CALIFORNIA ST,CA,95204,"37.970616,-121.288456",san joaquin,
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,CA,92411,"34.131211,-117.321673",san bernardino,
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,CA,95476,"38.288109,-122.465144",sonoma,
50091,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,CA,90255,"33.989623,-118.224155",los angeles,
50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,CA,93710,"36.835202,-119.765528",fresno,
50096,DOCTORS HOSPITAL OF WEST COVINA INC,725 S ORANGE AVE,CA,91790,"34.071352,-117.944755",los angeles,
50099,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO RD,CA,91786,"34.101566,-117.637826",san bernardino,
50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,CA,92123,"32.799495,-117.154238",san diego,
50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,CA,94589,"38.131157,-122.237387",solano,
50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,CA,92503,"33.926968,-117.439817",riverside,
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,CA,90033,"34.049258,-118.217245",los angeles,
50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,CA,90262,"33.930826,-118.203228",los angeles,
50107,MARIAN MEDICAL CENTER,1400 E CHURCH ST,CA,93454,"34.951241,-120.413334",santa barbara,
50108,SUTTER GENERAL HOSPITAL,2801 L STREET,CA,95816,"38.572032,-121.469241",sacramento,
50110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,CA,93436,"34.640816,-120.439505",santa barbara,
50111,TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,CA,90004,"34.075592,-118.283944",los angeles,
50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,CA,90404,"34.027116,-118.486634",Los Angeles,
50115,PALOMAR MEDICAL CENTER,555 E VALLEY PARKWAY,CA,92025,"33.125185,-117.075275",san diego,
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,CA,91325,"34.220096,-118.533114",los angeles,
50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH ST,CA,95336,"37.80155,-121.197502",san joaquin,
50121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,CA,93230,"36.323787,-119.666447",kings,
50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,CA,95203,"37.961527,-121.301924",san joaquin,
50124,VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,CA,91209,"34.204535,-118.216049",los angeles,
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,CA,95116,"37.362313,-121.849315",santa clara,
50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,CA,91406,"34.195032,-118.463293",los angeles,
50127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,CA,95695,"38.664114,-121.792081",yolo,
50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,CA,92056,"33.185155,-117.290259",san diego,
50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,CA,92404,"34.134837,-117.276988",san bernardino,
50131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,CA,94945,"38.099312,-122.560363",marin,
50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,CA,91776,"34.100742,-118.105876",los angeles,
50133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,CA,95901,"39.138193,-121.594016",yuba,
50135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,CA,90028,"34.096445,-118.325144",los angeles,
50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,CA,94954,"38.25459,-122.631654",sonoma,
50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,CA,91402,"34.21879,-118.430056",los angeles,
50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,CA,90027,"34.098423,-118.294413",los angeles,
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,CA,90242,"33.919242,-118.128811",los angeles,
50140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,CA,92335,"34.072777,-117.435611",san bernardino,
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,CA,93940,"36.579006,-121.913238",monterey,
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,CA,90015,"34.037396,-118.265781",los angeles,
50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,CA,95945,"39.228112,-121.047624",nevada,
50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,CA,94109,"37.789647,-122.416642",san francisco,
50153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,CA,95128,"37.327875,-121.938267",santa clara,
50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,CA,91436,"34.15745,-118.486801",los angeles,
50159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,CA,93003,"34.276663,-119.252029",Ventura,
50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,CA,95231,"37.886714,-121.282631",san joaquin,
50168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,CA,92835,"33.894178,-117.927616",orange,
50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E WASHINGTON BLVD,CA,90602,"33.969804,-118.049073",los angeles,
50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,CA,95405,"38.443761,-122.701141",sonoma,
50179,EMANUEL MEDICAL CENTER INC,825 DELBON AVE,CA,95382,"37.511639,-120.837996",stanislaus,
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,CA,94598,"37.913087,-122.040854",contra costa,
50189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,CA,93930,"36.206077,-121.132836",monterey,
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,CA,90813,"33.779794,-118.18637",Los Angeles,
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,CA,93654,"36.608079,-119.451764",fresno,
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,CA,95076,"36.927175,-121.793002",santa cruz,
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,CA,94538,"37.55726,-121.97976",alameda,
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,CA,94062,"37.479738,-122.254791",san mateo,
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,CA,93552,"34.582899,-118.144381",los angeles,
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,150 WEST ROUTE 66,CA,91740,"34.127307,-117.865075",los angeles,
50211,ALAMEDA HOSPITAL,2070 CLINTON AVE,CA,94501,"37.762816,-122.253415",Alameda,
50219,COAST PLAZA HOSPITAL,13100 STUDEBAKER RD,CA,90650,"33.912572,-118.098486",los angeles,
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CA,91911,"32.618772,-117.022929",san diego,
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,CA,92663,"33.624743,-117.930047",Orange,
50225,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,CA,95969,"39.757082,-121.570169",butte,
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,CA,92801,"33.848175,-117.934526",orange,
50228,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,CA,94110,"37.755805,-122.404443",san francisco,
50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,CA,92843,"33.774913,-117.91294",orange,
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,CA,91767,"34.076076,-117.750449",los angeles,
50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,CA,93401,"35.278171,-120.651156",san luis obispo,
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CA,92118,"32.694449,-117.168679",San Diego,
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,CA,91505,"34.155817,-118.328106",los angeles,
50236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,CA,93065,"34.289207,-118.745137",ventura,
50238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,CA,91006,"34.134452,-118.041764",los angeles,
50239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,CA,91206,"34.150322,-118.230086",los angeles,
50242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,CA,95065,"36.990166,-121.983667",santa cruz,
50243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,CA,92262,"33.838517,-116.54408",riverside,
50245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,CA,92324,"34.074053,-117.351059",san bernardino,
50248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,CA,93906,"36.697376,-121.633161",monterey,
50254,MARSHALL MEDICAL CENTER (1-RH),1100 MARSHALL WAY,CA,95667,"38.724739,-120.791479",el dorado,
50257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,CA,93308,"35.411708,-119.03959",kern,
50261,SIERRA VIEW DISTRICT HOSPITAL,465 W PUTNAM AVE,CA,93257,"36.069578,-119.027485",tulare,
50262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,CA,90095,"34.066449,-118.446332",los angeles,
50264,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,CA,94578,"37.712236,-122.143352",alameda,
50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,CA,92373,"34.036537,-117.205174",san bernardino,
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,CA,94553,"38.006764,-122.132794",contra costa,
50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,CA,90806,"33.806891,-118.193063",los angeles,
50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,CA,91346,"34.280154,-118.460335",los angeles,
50279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,CA,92252,"34.132697,-116.276248",san bernardino,
50280,MERCY MEDICAL CENTER REDDING,2175 ROSALINE AVE CLAIRMONT HGTS,CA,96001,"40.571877,-122.395244",shasta,
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,CA,91801,"34.090234,-118.14399",los angeles,
50283,VALLEYCARE MEDICAL CENTER,5555 WEST LAS POSITAS BOULEVARD,CA,94588,"37.694405,-121.880208",alameda,
50289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,CA,94015,"37.67994,-122.474201",San Mateo,
50290,SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,CA,90404,"34.030739,-118.479607",los angeles,
50291,SUTTER MEDICAL CENTER OF SANTA ROSA,3325 CHANATE RD,CA,95404,"38.46978,-122.707738",sonoma,
50292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,CA,92555,"33.912178,-117.196004",riverside,
50295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,CA,93301,"35.372847,-119.027777",kern,
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,CA,95023,"36.833899,-121.386105",san benito,
50298,BARSTOW COMMUNITY HOSPITAL,555 SOUTH SEVENTH AVENUE,CA,92311,"34.893727,-117.018873",san bernardino,
50300,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,CA,92307,"34.541848,-117.265564",san bernardino,
50301,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,275 HOSPITAL DRIVE,CA,95482,"39.153189,-123.203016",mendocino,
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVE,CA,94705,"37.855435,-122.257153",alameda,
50308,EL CAMINO HOSPITAL,2500 GRANT ROAD,CA,94040,"37.369477,-122.079912",santa clara,
50309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,CA,95661,"38.766474,-121.248929",placer,
50313,SUTTER TRACY COMMUNITY HOSPITAL,1420 N TRACY BLVD,CA,95376,"37.744084,-121.434334",san joaquin,
50315,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,CA,93306,"35.382935,-118.970533",kern,
50320,ALAMEDA COUNTY MEDICAL CENTER,1411 E 31ST ST,CA,94602,"37.798542,-122.231653",alameda,
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,CA,92037,"32.885158,-117.225543",san diego,
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,CA,92354,"34.049452,-117.264177",san bernardino,
50329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CA,92882,"33.87278,-117.568313",riverside,
50334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,CA,93901,"36.659332,-121.646662",monterey,
50335,SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,CA,95370,"37.977234,-120.371218",tuolumne,
50336,LODI MEMORIAL HOSPITAL,975 S FAIRMONT AVENUE,CA,95240,"38.121858,-121.286652",san joaquin,
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,CA,92227,"32.959113,-115.553907",imperial,
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,CA,92868,"33.788068,-117.890258",orange,
50350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,CA,90640,"34.015015,-118.100636",los angeles,
50351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,CA,90509,"33.811916,-118.343495",los angeles,
50352,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,CA,96158,"38.911636,-119.997799",el dorado,
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,CA,90503,"33.838539,-118.357154",los angeles,
50357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,CA,93111,"34.433858,-119.810315",santa barbara,
50359,TULARE REGIONAL MEDICAL CENTER,869 CHERRY AVENUE,CA,93274,"36.221017,-119.338534",tulare,
50360,MARIN GENERAL HOSPITAL,250 BON AIR ROAD PO BOX 8010,CA,94904,"37.947314,-122.536129",marin,
50367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,CA,94533,"38.261855,-122.047611",solano,
50373,LAC+USC MEDICAL CENTER,1200 N STATE ST,CA,90033,"34.057757,-118.208162",los angeles,
50376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,CA,90509,"33.830725,-118.291845",los angeles,
50378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,CA,91352,"34.240099,-118.396496",los angeles,
50380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,CA,95124,"37.252072,-121.94633",santa clara,
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,210 W  SAN BERNARDINO ROAD,CA,91723,"34.088081,-117.893425",los angeles,
50385,PALM DRIVE HOSPITAL,501 PETALUMA AVE,CA,95472,"38.397221,-122.819058",sonoma,
50390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,CA,92543,"33.750105,-116.960134",riverside,
50393,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVENUE,CA,90241,"33.934306,-118.130988",los angeles,
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,CA,93003,"34.274563,-119.257987",Ventura,
50396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,CA,93102,"34.429907,-119.72336",santa barbara,
50397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,CA,93210,"36.151494,-120.339881",fresno,
50407,CHINESE HOSPITAL,845 JACKSON ST,CA,94133,"37.795478,-122.409183",san francisco,
50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,CA,90710,"33.788741,-118.295723",los angeles,
50414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,CA,95630,"38.670198,-121.146093",sacramento,
50417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CA,95531,"41.773684,-124.194008",Del Norte,
50423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,CA,92225,"33.612993,-114.595092",riverside,
50424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,CA,92037,"32.897207,-117.242786",San Diego,
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,CA,95825,"38.60186,-121.391908",sacramento,
50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,CA,92804,"33.825466,-117.994915",orange,
50434,COLUSA REGIONAL MEDICAL CENTER,199 EAST WEBSTER ST,CA,95932,"39.206423,-122.000901",colusa,
50435,FALLBROOK HOSPITAL,624 E ELDER ST,CA,92028,"33.380827,-117.244592",san diego,
50438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,CA,91109,"34.133639,-118.152753",los angeles,
50441,STANFORD HOSPITAL,300 PASTEUR DRIVE,CA,94305,"37.433796,-122.17936",san mateo,
50444,MERCY MEDICAL CENTER,333 MERCY AVENUE,CA,95340,"37.340141,-120.467187",merced,
50448,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD,CA,93555,"35.64086,-117.671187",kern,
50454,UCSF MEDICAL CENTER,505 PARNASSUS AVE BOX 0296,CA,94143,"37.763256,-122.457276",san francisco,
50455,SAN JOAQUIN COMMUNITY HOSPITAL,2615 CHESTER AVENUE,CA,93301,"35.383348,-119.020543",kern,
50457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,CA,94117,"37.774046,-122.453648",san francisco,
50464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,CA,95350,"37.665215,-120.997299",stanislaus,
50468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,CA,90247,"33.892962,-118.294803",los angeles,
50471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,CA,90017,"34.054199,-118.265059",los angeles,
50481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,CA,91307,"34.202926,-118.628779",los angeles,
50485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,CA,90806,"33.808107,-118.186744",los angeles,
50488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CA,94546,"37.698341,-122.089692",alameda,
50492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CA,93611,"36.839043,-119.660354",fresno,
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CA,94520,"37.983513,-122.033567",contra costa,
50498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,CA,95603,"38.945218,-121.100921",placer,
50502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,CA,90057,"34.063829,-118.273668",los angeles,
50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,CA,92024,"33.036901,-117.283913",San Diego,
50506,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,CA,93405,"35.292225,-120.665883",san luis obispo,
50510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,CA,94903,"38.004285,-122.55464",marin,
50512,KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD,27400 HESPERIAN BLVD,CA,94545,"37.630556,-122.095067",alameda,
50515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,CA,92120,"32.791927,-117.094986",san diego,
50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CA,95608,"38.669623,-121.314036",sacramento,
50517,VICTOR VALLEY COMMUNITY HOSPITAL,15248 11TH ST,CA,92392,"34.528016,-117.293304",san bernardino,
50523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,CA,94509,"37.983027,-121.80251",contra costa,
50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,CA,92647,"33.70364,-117.986656",Orange,
50528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,CA,93635,"37.064074,-120.85931",merced,
50531,BELLFLOWER MEDICAL CENTER,9542 E ARTESIA BLVD,CA,90706,"33.874353,-118.129452",los angeles,
50534,JOHN F KENNEDY MEMORIAL HOSPITAL INC,47-111 MONROE STREET,CA,92201,"33.695901,-116.233888",riverside,
50537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,CA,95616,"38.562604,-121.770896",yolo,
50541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1150 VETERANS BOULEVARD,CA,94063,"37.488902,-122.223328",san mateo,
50543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,CA,92627,"33.651828,-117.912069",orange,
50546,PORTERVILLE DEVELOPMENTAL CENTER,26501 AVENUE 140,CA,93257,"36.043899,-118.980356",tulare,
50547,SONOMA DEVELOPMENTAL CENTER,P O BOX 1493,CA,95431,"38.348583,-122.517609",sonoma,
50548,FAIRVIEW DEVELOPMENTAL CENTER,2501 HARBOR BOULEVARD,CA,92626,"33.663336,-117.922388",orange,
50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,CA,91360,"34.206986,-118.883103",ventura,
50551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,CA,90720,"33.804376,-118.067116",orange,
50557,MEMORIAL  MEDICAL CENTER,1700 COFFEE RD,CA,95355,"37.668759,-120.973787",stanislaus,
50561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,CA,90034,"34.038347,-118.3759",los angeles,
50567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,CA,92691,"33.561052,-117.665465",orange,
50568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,CA,93637,"36.944025,-120.044366",madera,
50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,CA,92708,"33.715024,-117.935786",orange,
